GET / - [24/Jan/2025:21:26:25 +0000] - - ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:14:59:17 +0000] - 870.509 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:14:59:17 +0000] - 967.000 ms localhost
GET /favicon.ico 304 [25/Jan/2025:14:59:17 +0000] - 136.450 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:14:59:17 +0000] - 972.812 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:14:59:17 +0000] - 964.805 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:14:59:17 +0000] - 878.719 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:14:59:17 +0000] - 971.660 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:14:59:17 +0000] - 31.702 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:14:59:17 +0000] - 8.991 ms localhost
GET /styles.css.map 200 [25/Jan/2025:14:59:17 +0000] - 9.737 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:14:59:17 +0000] - 25.066 ms localhost
GET / - [25/Jan/2025:15:03:14 +0000] - - ms localhost
GET /login 200 [25/Jan/2025:15:29:24 +0000] - 549.651 ms localhost
GET /login 200 [25/Jan/2025:15:29:24 +0000] - 17.111 ms localhost
GET /@vite/client 304 [25/Jan/2025:15:29:25 +0000] - 102.567 ms localhost
GET /styles.css 200 [25/Jan/2025:15:29:25 +0000] - 10.246 ms localhost
GET /polyfills.js 304 [25/Jan/2025:15:29:25 +0000] - 3.517 ms localhost
GET /main.js 200 [25/Jan/2025:15:29:26 +0000] - 13.026 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:15:29:26 +0000] - 2.569 ms localhost
GET /favicon.ico 304 [25/Jan/2025:15:29:28 +0000] - 15.200 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_platform-browser.js.map 304 [25/Jan/2025:15:29:32 +0000] - 13.773 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-F4ZW7LLY.js.map 304 [25/Jan/2025:15:29:32 +0000] - 9.430 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-ZKQIAUIS.js.map 304 [25/Jan/2025:15:29:32 +0000] - 20.152 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-2ZWNOPXZ.js.map 304 [25/Jan/2025:15:29:32 +0000] - 16.405 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:15:29:32 +0000] - 79.416 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-XWLXMCJQ.js.map 304 [25/Jan/2025:15:29:32 +0000] - 47.106 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-66JPAEYR.js.map 304 [25/Jan/2025:15:29:32 +0000] - 83.416 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_core.js.map 304 [25/Jan/2025:15:29:32 +0000] - 5.761 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:15:29:32 +0000] - 14.280 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:15:29:32 +0000] - 7.581 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:15:29:32 +0000] - 6.379 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:15:29:32 +0000] - 13.053 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:15:29:32 +0000] - 5.773 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:15:29:32 +0000] - 8.332 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:15:29:32 +0000] - 11.363 ms localhost
GET /styles.css.map 200 [25/Jan/2025:15:29:33 +0000] - 6.671 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:15:29:33 +0000] - 2.403 ms localhost
GET / - [25/Jan/2025:15:33:26 +0000] - - ms localhost
GET /login 200 [25/Jan/2025:15:34:47 +0000] - 354.164 ms localhost
GET /@vite/client 304 [25/Jan/2025:15:34:48 +0000] - 85.634 ms localhost
GET /styles.css 200 [25/Jan/2025:15:34:48 +0000] - 82.635 ms localhost
GET /polyfills.js 304 [25/Jan/2025:15:34:48 +0000] - 84.197 ms localhost
GET /main.js 200 [25/Jan/2025:15:34:49 +0000] - 36.329 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:15:34:49 +0000] - 2.611 ms localhost
GET /favicon.ico 304 [25/Jan/2025:15:34:51 +0000] - 9.483 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_platform-browser.js.map 304 [25/Jan/2025:15:34:52 +0000] - 8.925 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-ZKQIAUIS.js.map 304 [25/Jan/2025:15:34:52 +0000] - 19.730 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-F4ZW7LLY.js.map 304 [25/Jan/2025:15:34:52 +0000] - 18.708 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-2ZWNOPXZ.js.map 304 [25/Jan/2025:15:34:52 +0000] - 23.985 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-XWLXMCJQ.js.map 304 [25/Jan/2025:15:34:52 +0000] - 14.810 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:15:34:52 +0000] - 75.285 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_core.js.map 304 [25/Jan/2025:15:34:52 +0000] - 49.851 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-66JPAEYR.js.map 304 [25/Jan/2025:15:34:52 +0000] - 90.742 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:15:34:52 +0000] - 48.957 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:15:34:52 +0000] - 49.691 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:15:34:52 +0000] - 81.544 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:15:34:52 +0000] - 69.427 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:15:34:52 +0000] - 44.030 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:15:34:52 +0000] - 70.970 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:15:34:52 +0000] - 32.732 ms localhost
GET /styles.css.map 200 [25/Jan/2025:15:34:52 +0000] - 7.016 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:15:34:52 +0000] - 7.691 ms localhost
GET / - [25/Jan/2025:15:38:49 +0000] - - ms localhost
GET /login - [25/Jan/2025:15:43:07 +0000] - - ms localhost
GET /login 200 [25/Jan/2025:15:43:07 +0000] - 146.152 ms localhost
GET /@vite/client 304 [25/Jan/2025:15:43:08 +0000] - 78.859 ms localhost
GET /polyfills.js 304 [25/Jan/2025:15:43:08 +0000] - 5.272 ms localhost
GET /styles.css 200 [25/Jan/2025:15:43:08 +0000] - 11.226 ms localhost
GET /main.js 200 [25/Jan/2025:15:43:08 +0000] - 24.191 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:15:43:09 +0000] - 186.211 ms localhost
GET /favicon.ico 304 [25/Jan/2025:15:43:14 +0000] - 7.109 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_platform-browser.js.map 304 [25/Jan/2025:15:43:15 +0000] - 14.452 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-ZKQIAUIS.js.map 304 [25/Jan/2025:15:43:15 +0000] - 13.586 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-F4ZW7LLY.js.map 304 [25/Jan/2025:15:43:15 +0000] - 17.460 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-66JPAEYR.js.map 304 [25/Jan/2025:15:43:15 +0000] - 20.284 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_core.js.map 304 [25/Jan/2025:15:43:15 +0000] - 21.233 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-2ZWNOPXZ.js.map 304 [25/Jan/2025:15:43:15 +0000] - 42.910 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-XWLXMCJQ.js.map 304 [25/Jan/2025:15:43:15 +0000] - 35.331 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:15:43:15 +0000] - 39.298 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:15:43:15 +0000] - 38.285 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:15:43:15 +0000] - 118.652 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:15:43:15 +0000] - 96.798 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:15:43:15 +0000] - 86.651 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:15:43:15 +0000] - 77.395 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:15:43:15 +0000] - 60.908 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:15:43:15 +0000] - 49.133 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:15:43:15 +0000] - 3.044 ms localhost
GET /styles.css.map 200 [25/Jan/2025:15:43:15 +0000] - 5.745 ms localhost
GET / - [25/Jan/2025:15:47:09 +0000] - - ms localhost
GET /login 200 [25/Jan/2025:15:47:45 +0000] - 205.140 ms localhost
GET /styles.css 200 [25/Jan/2025:15:47:46 +0000] - 20.743 ms localhost
GET /@vite/client 304 [25/Jan/2025:15:47:46 +0000] - 7.187 ms localhost
GET /polyfills.js 304 [25/Jan/2025:15:47:46 +0000] - 14.604 ms localhost
GET /main.js 200 [25/Jan/2025:15:47:46 +0000] - 31.394 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:15:47:46 +0000] - 2.819 ms localhost
GET /favicon.ico 304 [25/Jan/2025:15:47:48 +0000] - 13.466 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_platform-browser.js.map 304 [25/Jan/2025:15:47:48 +0000] - 5.281 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-ZKQIAUIS.js.map 304 [25/Jan/2025:15:47:48 +0000] - 17.064 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-F4ZW7LLY.js.map 304 [25/Jan/2025:15:47:48 +0000] - 20.918 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-2ZWNOPXZ.js.map 304 [25/Jan/2025:15:47:48 +0000] - 27.033 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-XWLXMCJQ.js.map 304 [25/Jan/2025:15:47:48 +0000] - 19.642 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-66JPAEYR.js.map 304 [25/Jan/2025:15:47:48 +0000] - 32.471 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:15:47:48 +0000] - 81.360 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_core.js.map 304 [25/Jan/2025:15:47:48 +0000] - 67.703 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:15:47:48 +0000] - 48.484 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:15:47:48 +0000] - 67.794 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:15:47:48 +0000] - 61.297 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:15:47:48 +0000] - 61.980 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:15:47:48 +0000] - 45.066 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:15:47:48 +0000] - 33.036 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:15:47:48 +0000] - 9.648 ms localhost
GET /styles.css.map 200 [25/Jan/2025:15:47:48 +0000] - 5.822 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:15:47:48 +0000] - 2.469 ms localhost
GET / - [25/Jan/2025:15:51:46 +0000] - - ms localhost
GET /login 200 [25/Jan/2025:16:07:27 +0000] - 110.562 ms localhost
GET /styles.css 200 [25/Jan/2025:16:07:27 +0000] - 11.870 ms localhost
GET /polyfills.js 304 [25/Jan/2025:16:07:27 +0000] - 17.770 ms localhost
GET /@vite/client 304 [25/Jan/2025:16:07:27 +0000] - 17.275 ms localhost
GET /main.js 200 [25/Jan/2025:16:07:27 +0000] - 32.889 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:16:07:27 +0000] - 12.240 ms localhost
GET /favicon.ico 304 [25/Jan/2025:16:07:28 +0000] - 13.301 ms localhost
GET /styles.css.map 200 [25/Jan/2025:16:07:29 +0000] - 17.485 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_platform-browser.js.map 304 [25/Jan/2025:16:07:29 +0000] - 35.146 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-F4ZW7LLY.js.map 304 [25/Jan/2025:16:07:29 +0000] - 39.989 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-ZKQIAUIS.js.map 304 [25/Jan/2025:16:07:30 +0000] - 813.495 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-2ZWNOPXZ.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2593.752 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-66JPAEYR.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2673.845 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-BKIWMXDL.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2901.619 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-XWLXMCJQ.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2871.341 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_core.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2868.014 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common_http.js.map 304 [25/Jan/2025:16:07:32 +0000] - 307.569 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/rxjs.js.map 304 [25/Jan/2025:16:07:32 +0000] - 216.942 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_router.js.map 304 [25/Jan/2025:16:07:32 +0000] - 2119.767 ms localhost
GET /login.component.css.map 200 [25/Jan/2025:16:07:32 +0000] - 45.886 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_forms.js.map 304 [25/Jan/2025:16:07:32 +0000] - 92.154 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/@angular_common.js.map 304 [25/Jan/2025:16:07:32 +0000] - 70.191 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/ngx-socket-io.js.map 304 [25/Jan/2025:16:07:32 +0000] - 67.897 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.11/frontend/vite/deps/chunk-7MS5FTBZ.js.map 304 [25/Jan/2025:16:07:32 +0000] - 80.603 ms localhost
POST /user/login 200 [25/Jan/2025:16:07:47 +0000] - 564.370 ms localhost
GET /layout.component.css.map 200 [25/Jan/2025:16:07:47 +0000] - 5.043 ms localhost
GET /dashboard.component.css.map 200 [25/Jan/2025:16:07:47 +0000] - 11.844 ms localhost
GET /user-chat.component.css.map 200 [25/Jan/2025:16:07:50 +0000] - 209.268 ms localhost
GET /chat/674e8a6920bc39246157f503 304 [25/Jan/2025:16:07:51 +0000] - 1351.578 ms localhost
GET /socket.io/?EIO=4&transport=websocket - [25/Jan/2025:16:08:10 +0000] - - ms localhost
GET / - [25/Jan/2025:16:11:28 +0000] - - ms localhost
GET /chat 404 [25/Jan/2025:17:05:48 +0000] - 233.764 ms localhost
GET /dashboard 200 [25/Jan/2025:17:32:33 +0000] - 502.573 ms localhost
GET /@vite/client 304 [25/Jan/2025:17:32:33 +0000] - 96.755 ms localhost
GET /styles.css 200 [25/Jan/2025:17:32:33 +0000] - 192.461 ms localhost
GET /polyfills.js 304 [25/Jan/2025:17:32:33 +0000] - 198.800 ms localhost
GET /main.js 200 [25/Jan/2025:17:32:33 +0000] - 191.181 ms localhost
GET /@fs/C:/Users/USER/Desktop/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [25/Jan/2025:17:32:33 +0000] - 6.976 ms localhost
GET /styles.css.map 200 [25/Jan/2025:17:32:34 +0000] - 9.503 ms localhost
GET /favicon.ico 304 [25/Jan/2025:17:32:34 +0000] - 43.908 ms localhost
